scenario,model,variable,unit,year,value,region
Reference,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2030,0,United States
Reference,REGEN-EPRI,Carbon Sequestration|Other,Mt CO2/yr,2030,0,United States
Reference,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2030,0,United States
Reference,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2030,10.8,United States
Reference,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2030,9.9,United States
Reference,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2030,0.7,United States
Reference,RIO-REPEAT,Carbon Sequestration|Other,Mt CO2/yr,2030,0,United States
IRA,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2030,0,United States
IRA,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2030,0,United States
IRA,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2030,0,United States
IRA,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2030,92.06339,United States
IRA,EPS-EI,Carbon Sequestration|Other,Mt CO2/yr,2030,0,United States
IRA,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2030,0,United States
IRA,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2030,0,United States
IRA,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2030,57.02245454,United States
IRA,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2030,36.20438396,United States
IRA,GCAM-CGS,Carbon Sequestration|Other,Mt CO2/yr,2030,0,United States
IRA,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2030,0,United States
IRA,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2030,0,United States
IRA,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2030,0,United States
IRA,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2030,0,United States
IRA,Haiku-RFF,Carbon Sequestration|Other,Mt CO2/yr,2030,0,United States
IRA,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2030,0,United States
IRA,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2030,0,United States
IRA,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2030,0,United States
IRA,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2030,0,United States
IRA,IPM-NRDC,Carbon Sequestration|Other,Mt CO2/yr,2030,0,United States
IRA,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2030,0,United States
IRA,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2030,0,United States
IRA,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2030,0,United States
IRA,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2030,10.43317,United States
IRA,MARKAL-NETL,Carbon Sequestration|Other,Mt CO2/yr,2030,0,United States
IRA,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2030,NA,United States
IRA,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2030,0,United States
IRA,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2030,0,United States
IRA,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2030,79.68855148,United States
IRA,NEMS-RHG,Carbon Sequestration|Other,Mt CO2/yr,2030,4.95,United States
IRA,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2030,0,United States
IRA,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2030,0,United States
IRA,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2030,0,United States
IRA,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2030,0,United States
IRA,ReEDS-NREL,Carbon Sequestration|Other,Mt CO2/yr,2030,0,United States
IRA,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2030,6.41,United States
IRA,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2030,0.06,United States
IRA,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2030,0,United States
IRA,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2030,0,United States
IRA,REGEN-EPRI,Carbon Sequestration|Other,Mt CO2/yr,2030,0,United States
IRA,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2030,0,United States
IRA,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2030,83.2,United States
IRA,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2030,11,United States
IRA,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2030,22.8,United States
IRA,RIO-REPEAT,Carbon Sequestration|Other,Mt CO2/yr,2030,12.3,United States
Reference,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2035,0,United States
Reference,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2035,0,United States
Reference,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2035,0,United States
Reference,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2035,133.99532,United States
Reference,EPS-EI,Carbon Sequestration|Other,Mt CO2/yr,2035,0,United States
Reference,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2035,0,United States
Reference,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2035,0,United States
Reference,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2035,28.0265667,United States
Reference,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2035,0,United States
Reference,GCAM-CGS,Carbon Sequestration|Other,Mt CO2/yr,2035,0,United States
Reference,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2035,0,United States
Reference,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2035,0,United States
Reference,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2035,0,United States
Reference,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2035,0,United States
Reference,Haiku-RFF,Carbon Sequestration|Other,Mt CO2/yr,2035,0,United States
Reference,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2035,0,United States
Reference,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2035,0,United States
Reference,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2035,0,United States
Reference,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2035,0,United States
Reference,IPM-NRDC,Carbon Sequestration|Other,Mt CO2/yr,2035,0,United States
Reference,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2035,0,United States
Reference,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2035,0,United States
Reference,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2035,0,United States
Reference,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2035,26.95,United States
Reference,MARKAL-NETL,Carbon Sequestration|Other,Mt CO2/yr,2035,0,United States
Reference,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2035,NA,United States
Reference,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2035,0,United States
Reference,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2035,0,United States
Reference,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2035,58.80917342,United States
Reference,NEMS-RHG,Carbon Sequestration|Other,Mt CO2/yr,2035,2.25,United States
Reference,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2035,0,United States
Reference,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2035,0,United States
Reference,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2035,0,United States
Reference,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2035,0,United States
Reference,ReEDS-NREL,Carbon Sequestration|Other,Mt CO2/yr,2035,0,United States
Reference,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2035,4.4328,United States
Reference,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2035,0.0588,United States
Reference,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2035,0,United States
Reference,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2035,0,United States
Reference,REGEN-EPRI,Carbon Sequestration|Other,Mt CO2/yr,2035,0,United States
Reference,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2035,0,United States
Reference,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2035,14.2,United States
Reference,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2035,12.7,United States
Reference,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2035,0.7,United States
Reference,RIO-REPEAT,Carbon Sequestration|Other,Mt CO2/yr,2035,0,United States
IRA,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2035,0,United States
IRA,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2035,0,United States
IRA,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2035,0,United States
IRA,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2035,231.95186,United States
IRA,EPS-EI,Carbon Sequestration|Other,Mt CO2/yr,2035,0,United States
IRA,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2035,0,United States
IRA,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2035,0,United States
IRA,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2035,57.33461837,United States
IRA,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2035,36.17809396,United States
IRA,GCAM-CGS,Carbon Sequestration|Other,Mt CO2/yr,2035,0,United States
IRA,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2035,0,United States
IRA,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2035,0,United States
IRA,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2035,0,United States
IRA,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2035,0,United States
IRA,Haiku-RFF,Carbon Sequestration|Other,Mt CO2/yr,2035,0,United States
IRA,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2035,0,United States
IRA,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2035,0,United States
IRA,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2035,0,United States
IRA,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2035,0,United States
IRA,IPM-NRDC,Carbon Sequestration|Other,Mt CO2/yr,2035,0,United States
IRA,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2035,0,United States
IRA,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2035,0,United States
IRA,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2035,0,United States
IRA,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2035,26.7217,United States
IRA,MARKAL-NETL,Carbon Sequestration|Other,Mt CO2/yr,2035,0,United States
IRA,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2035,NA,United States
IRA,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2035,0,United States
IRA,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2035,0,United States
IRA,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2035,192.7390288,United States
IRA,NEMS-RHG,Carbon Sequestration|Other,Mt CO2/yr,2035,36.45,United States
IRA,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2035,0,United States
IRA,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2035,0,United States
IRA,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2035,0,United States
IRA,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2035,0,United States
IRA,ReEDS-NREL,Carbon Sequestration|Other,Mt CO2/yr,2035,0,United States
IRA,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2035,6.41,United States
IRA,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2035,0.06,United States
IRA,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2035,0,United States
IRA,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2035,0,United States
IRA,REGEN-EPRI,Carbon Sequestration|Other,Mt CO2/yr,2035,0,United States
IRA,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2035,0,United States
IRA,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2035,102.6,United States
IRA,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2035,15.9,United States
IRA,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2035,122.8,United States
IRA,RIO-REPEAT,Carbon Sequestration|Other,Mt CO2/yr,2035,21.8,United States
Reference,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2040,0,United States
Reference,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2040,0,United States
Reference,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2040,0,United States
Reference,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2040,133.99532,United States
Reference,EPS-EI,Carbon Sequestration|Other,Mt CO2/yr,2040,0,United States
Reference,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2040,NA,United States
Reference,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2040,NA,United States
Reference,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2040,NA,United States
Reference,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2040,NA,United States
Reference,GCAM-CGS,Carbon Sequestration|Other,Mt CO2/yr,2040,NA,United States
Reference,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2040,0,United States
Reference,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2040,0,United States
Reference,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2040,0,United States
Reference,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2040,0,United States
Reference,Haiku-RFF,Carbon Sequestration|Other,Mt CO2/yr,2040,0,United States
Reference,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2040,0,United States
Reference,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2040,0,United States
Reference,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2040,0,United States
Reference,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2040,0,United States
Reference,IPM-NRDC,Carbon Sequestration|Other,Mt CO2/yr,2040,0,United States
Reference,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2040,0,United States
Reference,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2040,0,United States
Reference,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2040,0,United States
Reference,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2040,27.32,United States
Reference,MARKAL-NETL,Carbon Sequestration|Other,Mt CO2/yr,2040,0,United States
Reference,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2040,NA,United States
Reference,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2040,NA,United States
Reference,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2040,NA,United States
Reference,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2040,NA,United States
Reference,NEMS-RHG,Carbon Sequestration|Other,Mt CO2/yr,2040,NA,United States
Reference,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2040,0,United States
Reference,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2040,0,United States
Reference,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2040,0,United States
Reference,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2040,0,United States
Reference,ReEDS-NREL,Carbon Sequestration|Other,Mt CO2/yr,2040,0,United States
Reference,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2040,7.0658,United States
Reference,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2040,0.1176,United States
Reference,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2040,0,United States
Reference,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2040,0,United States
Reference,REGEN-EPRI,Carbon Sequestration|Other,Mt CO2/yr,2040,0,United States
Reference,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2040,0,United States
Reference,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2040,17.2,United States
Reference,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2040,3.2,United States
Reference,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2040,0.7,United States
Reference,RIO-REPEAT,Carbon Sequestration|Other,Mt CO2/yr,2040,0,United States
IRA,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2040,0,United States
IRA,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2040,0,United States
IRA,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2040,0,United States
IRA,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2040,231.69372,United States
IRA,EPS-EI,Carbon Sequestration|Other,Mt CO2/yr,2040,0,United States
IRA,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2040,NA,United States
IRA,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2040,NA,United States
IRA,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2040,NA,United States
IRA,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2040,NA,United States
IRA,GCAM-CGS,Carbon Sequestration|Other,Mt CO2/yr,2040,NA,United States
IRA,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2040,0,United States
IRA,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2040,0,United States
IRA,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2040,0,United States
IRA,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2040,0,United States
IRA,Haiku-RFF,Carbon Sequestration|Other,Mt CO2/yr,2040,0,United States
IRA,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2040,0,United States
IRA,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2040,0,United States
IRA,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2040,0,United States
IRA,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2040,0,United States
IRA,IPM-NRDC,Carbon Sequestration|Other,Mt CO2/yr,2040,0,United States
IRA,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2040,0,United States
IRA,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2040,0,United States
IRA,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2040,0,United States
IRA,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2040,26.83226,United States
IRA,MARKAL-NETL,Carbon Sequestration|Other,Mt CO2/yr,2040,0,United States
IRA,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2040,NA,United States
IRA,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2040,NA,United States
IRA,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2040,NA,United States
IRA,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2040,NA,United States
IRA,NEMS-RHG,Carbon Sequestration|Other,Mt CO2/yr,2040,NA,United States
IRA,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2040,0,United States
IRA,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2040,0,United States
IRA,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2040,0,United States
IRA,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2040,0,United States
IRA,ReEDS-NREL,Carbon Sequestration|Other,Mt CO2/yr,2040,0,United States
IRA,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2040,6.73,United States
IRA,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2040,0.06,United States
IRA,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2040,0,United States
IRA,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2040,0,United States
